Marke,Model,Year,Mileage,City,State,Price
Land,Rover,2015,39132,Chantilly, VA,96991
Jeep,CherokeeLimited,2014,25445,Louisville, KY,20750
Hyundai,GenesisV6,2016,22683,Pineville, NC,26993
Ford,Expedition,2016,36592,Savannah, TN,30999
Dodge,Grand,2017,8381,Louisville, KY,21750
Nissan,Versa5dr,2011,91520,El Cajon, CA,6900
Chevrolet,MalibuLT,2017,23130,Fort Worth, TX,17933
Dodge,JourneyCrossroad,2015,14009,Waukesha, WI,19818
Pontiac,Grand,2007,126023,Everett, WA,4000
Chevrolet,CruzeLS,2016,5758,Kenner, LA,17930
Volkswagen,Passat4dr,2013,74967,Bellerose, NY,9995
Ford,ExplorerLimited,2014,70753,Manassas, VA,20995
Jeep,Compass4WD,2012,56566,Woburn, MA,12409
Dodge,Grand,2014,58684,Sanford, FL,13547
GMC,Sierra,2007,182348,Lubbock, TX,15800
Mazda,Mazda34dr,2012,50462,Alpharetta, GA,9987
Ford,F-150,2001,194584,Wickenburg, AZ,4995
Nissan,Altima4dr,2011,102572,Charlotte, NC,7500
Kia,SoulManual,2016,24710,Conway, AR,14999
Nissan,Sentra4dr,2011,59736,Weslaco, TX,12995
Dodge,DurangoAWD,2016,38623,Greenvale, NY,35976
Chevrolet,ImpalaLT,2017,20644,Austin, TX,22000
Volvo,XC60T6,2015,29621,Summit, NJ,30750
Subaru,Outback2.5i,2016,49724,Northampton, MA,20415
Jeep,Wrangler,2012,58133,Sandy, UT,26800
Toyota,Prius,2014,43574,Sherman Oaks, CA,15995
Dodge,JourneyFWD,2016,7709,Wrightsville, PA,19321
Volkswagen,Jetta,2014,45891,Indianapolis, IN,12233
Volkswagen,Routan4dr,2011,91542,Abilene, TX,9995
Honda,CR-V2WD,2009,78056,San Deigo, CA,10480
Ford,FusionSE,2016,39296,Sharon, PA,13841
Chevrolet,ImpalaPremier,2017,18136,Dover, DE,27980
Chevrolet,ColoradoRegular,2012,70769,Lithia Springs, GA,10305
Cadillac,Escalade,2017,14377,Beavercreek, OH,69250
Ford,FusionSE,2014,42188,Ogden, UT,15500
Nissan,Altima4dr,2012,116610,Tucson, AZ,7995
Ford,ExplorerLimited,2014,69315,Omaha, NE,29991
Ford,Explorer4WD,2016,27297,Racine, WI,26944
Mercedes-Benz,C-Class4dr,2008,91148,Cumming, GA,9398
Nissan,Versa,2015,11305,Miami, FL,8995
Honda,CR-V4WD,2008,198071,Sandwich, IL,8949
Chevrolet,CruzeSedan,2017,328,Raleigh, NC,15998
Nissan,SentraS,2014,8549,Fayetteville, NC,12990
Chevrolet,Tahoe4WD,2014,65493,Canton, CT,33982
Toyota,RAV44dr,2002,70424,Centennial, CO,7573
BMW,3,2014,29313,Palm Springs, CA,26000
Ford,Super,2005,92937,North Palm Beach, FL,17990
INFINITI,M37M37x,2013,85625,Blue Springs, MO,19796
Nissan,SentraSV,2014,72558,Glendale, AZ,10195
Chevrolet,CorvetteCoupe,2016,10256,Orlando, FL,65322
Volkswagen,New,2002,109845,SHAKOPEE, MN,4999
Honda,RidgelineSport,2012,59039,Dublin, CA,23500
Mazda,Mazda3i,2014,47394,Springfield, VA,12988
Honda,Accord,2014,13088,Windsor Locks, CT,17986
Chevrolet,Malibu,2016,38875,Glendale, CA,14995
Nissan,Altima2.5,2015,7201,Tempe, AZ,15277
Acura,MDXAWD,2010,84186,Orland Park, IL,16996
Ram,1500Big,2014,29600,Athens, AL,29990
Ford,F-150SuperCrew,2013,81196,Dallas, TX,27991
GMC,AcadiaFWD,2014,65158,Brownsville, TX,20299
Hyundai,ElantraLimited,2017,24168,Matthews, NC,15250
INFINITI,Q60,2015,35539,Morristown, TN,33894
BMW,X3xDrive28d,2016,36480,Louisville, KY,33995
Jaguar,XJ4dr,2004,116918,Decatur, GA,8995
Chevrolet,Silverado,2008,91854,Carlisle, PA,14956
BMW,5,2009,102210,Highlands Ranch, CO,10974
Dodge,ChargerSE,2015,28281,Glendale, AZ,18998
Dodge,ChargerRT,2016,37774,Costa Mesa, CA,23900
BMW,5,2012,73304,Mount Laurel, NJ,22989
GMC,Sierra,2011,89574,Gresham, OR,39990
Volkswagen,Passat4dr,2015,29479,Neptune, NJ,14500
Nissan,JUKE5dr,2011,97958,Waukesha, WI,10000
Ford,FiestaHatchback,2014,41160,La Quinta, CA,9000
Chevrolet,Impala4dr,2006,133569,Aberdeen, MD,5976
Subaru,WRXManual,2017,14351,Chesterton, IN,25000
Nissan,Murano2WD,2012,51022,Philadelphia, PA,20230
Nissan,VersaSV,2016,5594,Statesville, NC,11497
Mazda,Mazda3i,2016,41841,Gladstone, OR,13345
Hyundai,ElantraSE,2016,23794,Raynham, MA,12944
Lexus,ES,2014,51619,Vandalia, OH,25792
GMC,New,2000,180000,Crest hill, IL,2495
Chrysler,Town,2005,137190,Plainfield, IL,4995
Bentley,Flying,2014,18215,San Ramon, CA,134995
Mercedes-Benz,E-Class4dr,2011,65580,Scarborough, ME,18492
Dodge,ChargerSXT,2016,37839,Victorville, CA,19175
Jeep,PatriotFWD,2011,98768,Raritan Township, NJ,6475
Nissan,JUKES,2013,55392,West Seneca, NY,11995
Nissan,FrontierCrew,2016,23510,Marble Falls, TX,24795
Ford,Fusion,2016,23520,Costa Mesa, CA,20290
BMW,4,2014,23698,Scottsdale, AZ,35000
Jeep,Wrangler,2015,48383,Millsboro, DE,31995
Toyota,RAV44X2,2014,20926,Sodus, NY,16495
Toyota,CamrySE,2014,29369,Jacksonville, FL,15995
Nissan,RogueSL,2014,31278,Westbury, NY,20345
Porsche,CayenneAWD,2016,12257,Fairlawn, NJ,58889
GMC,AcadiaFWD,2012,108803,Norcross, GA,13300
Dodge,Ram,2010,249368,Houston, TX,17995
Honda,PilotEX-L,2015,28541,Philadelphia, PA,28980
Land,Rover,2016,10722,Vienna, VA,103136
Chevrolet,Silverado,2015,26560,Clive, IA,32991
Mazda,Mazda3i,2014,43675,Fairfax, VA,12640
Volkswagen,Jetta,2014,27586,Seattle, WA,12794
Mazda,Mazda6Sport,2017,6309,Ocala, FL,19166
Ford,Five,2005,263891,Fort Wayne, IN,5300
Dodge,Grand,2015,35992,Beaumont, TX,16991
Toyota,RAV4AWD,2016,35191,Omaha, NE,19300
Audi,A44dr,2012,51440,Indianapolis, IN,16990
BMW,X5sDrive35i,2017,6314,Pembroke Pines, FL,54997
Ford,FusionS,2017,28287,Brandywine, MD,15799
Chevrolet,ImpalaLT,2011,102404,Waukegan, IL,9995
Chevrolet,Cruze4dr,2011,113210,Harlingen, TX,7989
Acura,ILX5-Speed,2013,104111,Louisville, KY,11995
Buick,Lucerne4dr,2011,91765,Gainesville, FL,8975
Honda,Accord,2015,35059,West Babylon, NY,14990
Honda,OdysseyEX-L,2015,69322,Buda, TX,24695
Mercedes-Benz,CLA-ClassCLA250,2014,26567,White Plains, NY,27987
Chevrolet,Cruze,2016,33338,Laurinburg, NC,13995
Audi,S3Prestige,2015,15857,Portland, OR,38900
Volkswagen,Passat4dr,2015,17703,Sanford, FL,13976
Nissan,RogueSL,2016,21995,Garden City, GA,24987
Jeep,CherokeeLimited,2014,31757,Brooklyn Park, MN,22999
Dodge,ChallengerR/T,2016,5578,Lawrenceville, GA,24999
Ford,ExplorerFWD,2011,108461,Collinsville, IL,15995
Chevrolet,Silverado,2010,154472,Osage City, KS,13850
Chevrolet,CruzeLS,2013,38749,Libertyville, IL,9418
Toyota,RAV44dr,2003,99612,Wesley Chapel, FL,6546
Acura,MDXAWD,2010,112209,Chamblee, GA,17340
Toyota,Tundra,2015,29450,Edinburg, TX,34995
Mercedes-Benz,S-ClassS550,2015,7313,Barrington, IL,87777
Hyundai,Santa,2014,57575,Southampton, NJ,14995
Toyota,CamryLE,2015,12251,Charlotte, NC,15500
Kia,Rio4dr,2004,114944,Fresno, CA,3995
Honda,CR-V4WD,2011,84814,Reno, NV,15699
Hyundai,SonataLimited,2014,30799,Norwood, MA,17381
GMC,Sierra,2016,18029,Lincoln, NE,39295
Acura,RDXAWD,2015,32794,Pittsburgh, PA,28700
Honda,PilotEX-L,2015,21871,North Miami Beach, FL,27988
Honda,Accord,2014,25953,Alpharetta, GA,13987
Ford,ExplorerFWD,2017,8210,Boise, ID,29399
Nissan,MuranoAWD,2009,191028,Cedar Falls, IA,7616
Volkswagen,TiguanS,2014,68549,Yakima, WA,18422
Chrysler,300300S,2015,16280,Downers Grove, IL,23795
Jeep,Grand,2014,36103,Paramus, NJ,28222
GMC,Acadia,2017,18703,Alpharetta, GA,33998
Volkswagen,Jetta,2014,27109,Phoenix, AZ,12600
BMW,3,2011,68413,Bellevue, WA,17205
Land,Rover,2015,28398,Pompano Beach, FL,30991
Acura,MDXAWD,2012,98312,Round Rock, TX,18995
Toyota,Tacoma4WD,2016,30120,Jacksonville, NC,33000
Subaru,XV,2014,21180,Selma, TX,20995
Toyota,RAV44X2,2015,44367,Carlsbad, CA,19991
Hyundai,Elantra4dr,2016,7810,Auburn, WA,15715
Subaru,Outback2.5i,2014,39686,Irwin, PA,17599
Toyota,Venza4dr,2010,104726,Maple Heights, OH,14895
BMW,3,2011,87558,Van Nuys, CA,12500
Honda,PilotLX,2015,16731,Manassas, VA,22995
Lincoln,MKS3.7L,2014,32241,Medford, MA,24558
Chevrolet,Silverado,2015,37776,Albion, MI,32500
Chevrolet,CamaroConvertible,2015,46039,Aberdeen, MD,18986
Ram,"1500Laramie,",2015,29991,Oak Harbor, WA,38995
Toyota,Tacoma4WD,2017,10,NEW HAMPTON, NY,25987
Cadillac,XTSVsport,2015,62474,Concord, NH,35987
Honda,Pilot4WD,2011,75545,Sumner, WA,22904
Chevrolet,CruzeSedan,2017,10655,Nevada, MO,16000
Nissan,Maxima4dr,2012,47431,West Park, FL,12690
Lexus,IS,2009,76361,South Jordan, UT,12867
Mercedes-Benz,GLK-ClassGLK250,2014,16004,West Palm Beach, FL,26999
Toyota,RAV4FWD,2012,29265,Elmhurst, IL,15307
Audi,A52.0T,2015,15137,Woods Cross, UT,27199
Mazda,MX5,2016,6369,Tallmadge, OH,17993
Ford,EdgeSEL,2013,115679,O'Fallon, IL,10824
Nissan,Versa,2016,42568,Kenner, LA,13985
Jeep,CherokeeTrailhawk,2017,13815,Wauwatosa, WI,23252
Volkswagen,Golf,2015,40611,Vista, CA,20990
Honda,Civic,2014,31831,Fort Worth, TX,16991
Lincoln,MKXMKX,2013,95362,Rochester, MN,15995
Chrysler,200S,2015,27635,East Brunswick, NJ,14703
Chevrolet,Cavalier4dr,2002,110282,Columbus, OH,2960
Buick,LaCrosseFWD,2012,49922,Moon Township, PA,16988
INFINITI,QX70V6,2014,39385,Orland Park, IL,31798
Volkswagen,Jetta,2015,39903,Jacksonville, FL,15995
Ford,Edge4dr,2010,115319,Clive, IA,11998
Lincoln,Navigator4dr,2006,84177,San Antonio, TX,10500
BMW,4,2017,4045,Elmhurst, IL,46900
Chevrolet,Silverado,2015,20911,Louisville, KY,34500
Mazda,MAZDA34dr,2008,119001,Quakertown, PA,5190
Volkswagen,TouaregV6,2014,71664,Houston, TX,22980
Mercedes-Benz,S-ClassMaybach,2016,36420,Austin, TX,119995
Mazda,Mazda6Touring,2015,30044,West Chester, PA,18905
Ford,EdgeTitanium,2016,39590,Elk River, MN,25000
Toyota,CorollaS,2015,17043,Fort Worth, TX,15998
Chevrolet,CruzeLTZ,2015,37351,St. Petersburg, FL,13491
Toyota,RAV4FWD,2011,51323,Brunswick, GA,15000
BMW,3,2012,65783,Marietta, GA,18490
Hyundai,Sonata4dr,2012,70716,Parma, OH,10490
Ram,"1500Express,",2015,24530,Fontana, CA,26995
Nissan,Versa5dr,2007,101088,Dalton, GA,3995
Mercedes-Benz,E-ClassE350,2013,87140,Doral, FL,15495
BMW,3,2012,67272,Boulder, CO,16900
Dodge,Grand,2010,84800,Matteson, IL,8772
Mercedes-Benz,S-Class4dr,2008,80233,Hollywood, FL,18977
Hyundai,Elantra,2013,42102,Glenview, IL,11488
Audi,Q7quattro,2008,68817,Falls Chruch, VA,13995
Toyota,Avalon4dr,2011,79289,Olathe, KS,14700
Ford,MustangConvertible,2016,28587,Las Vegas, NV,22889
Hyundai,ElantraSE,2016,23846,College Park, MD,13001
Dodge,JourneyR/T,2015,23933,Southfield, MI,20000
Ford,Super,2016,25840,Blair, NE,53919
Hyundai,Elantra4dr,2017,30111,Livermore, CA,12494
INFINITI,M354dr,2008,112430,Richmond, VA,8995
Ram,15002WD,2011,65292,Roswell, NM,15995
Hyundai,Santa,2017,33355,Woburn, MA,18679
BMW,3,2015,34457,Westborough, MA,24995
Nissan,TitanCrew,2013,37221,Newark, DE,26999
Mazda,Mazda35dr,2005,145646,Milwaukee, WI,5444
Chevrolet,Cavalier2dr,2000,109823,Ocala, FL,5995
Ram,"1500Laramie,",2014,19737,Rocky Mount, NC,31775
Buick,Lucerne4dr,2007,143262,Aurora, MO,6900
Ford,EscapeSE,2014,44745,City of Industry, CA,13988
Hyundai,TucsonFWD,2015,37458,Temple, TX,17995
Ford,FusionSE,2014,51682,Dundalk, MD,13900
Cadillac,Escalade,2013,38836,Batavia, OH,38695
Nissan,FrontierCrew,2016,14764,Killeen, TX,24997
Nissan,RogueSL,2015,42215,Greenville, NC,20894
Ford,FocusSedan,2016,38825,Austin, TX,11000
GMC,Yukon4dr,2005,178537,Mesa, AZ,6991
Ford,FocusHatchback,2016,35664,Long Beach, CA,16000
Ford,F-1504WD,2004,117917,Hendersonville, NC,13980
Chevrolet,ImpalaLT,2012,55776,Clermont, FL,9432
Dodge,JourneySXT,2015,38200,Boone, IA,16698
Ford,Super,2016,23492,Knoxville, TN,40347
Acura,TSXSpecial,2013,27671,Arlington, TX,17592
Hyundai,Sonata,2016,27803,Temple, TX,23000
Kia,SorentoLX,2017,7537,Owings Mills, MD,22999
INFINITI,Q60,2014,11760,Winston-Salem, NC,25995
Chevrolet,CamaroConvertible,2015,44303,Memphis, TN,18999
Chevrolet,EquinoxFWD,2015,78507,Latham, NY,13658
Honda,Accord,2010,91820,Cambridge, OH,12477
GMC,Sierra,2012,80478,Red Bank, NJ,23995
Chevrolet,Cruze,2016,24149,Taylor, MI,14595
Nissan,RogueS,2016,48018,Alcoa, TN,16987
Jeep,WranglerSport,2016,7685,Port Charlotte, FL,29900
Hyundai,Santa,2013,59736,Longmont, CO,16067
GMC,Yukon4WD,2015,49606,Odessa, TX,51995
Nissan,PathfinderSL,2014,53856,San Antonio, TX,21550
INFINITI,Q50RWD,2014,37891,Edinburg, TX,25980
Chevrolet,Silverado,2015,38490,Brazil, IN,32150
INFINITI,Q50RWD,2014,24646,Round Rock, TX,23750
Nissan,Altima2.5,2016,13876,Latham, NY,17505
Nissan,Altima2.5,2014,44562,Fairless Hills, PA,14900
Chevrolet,Silverado,2015,11221,San Jose, CA,36300
Chevrolet,EquinoxFWD,2011,110928,Birch Run, MI,10000
Volkswagen,TiguanSE,2014,29615,Brockton, MA,17822
Mercedes-Benz,CLS-ClassCLS550,2014,54567,Elmwood Park, NJ,34985
Dodge,Ram,2007,82406,Fort Wayne, IN,18998
Kia,ForteEX,2013,98142,Winter Park, FL,7486
Volkswagen,Routan4dr,2011,70891,Alexandria, VA,10550
GMC,TerrainAWD,2011,96421,Skyesville, MD,14000
Toyota,Corolla4dr,2008,86927,Des Plaines, IL,6991
Ford,F-1504WD,2016,18049,Fond du Lac, WI,36991
INFINITI,Q50RWD,2015,34535,Orlando, FL,24500
Toyota,CorollaLE,2016,45769,Jacksonville, FL,14591
Buick,EncoreConvenience,2015,23261,Brockport, NY,17995
Honda,Odyssey4dr,2007,252170,Sparta, TN,5000
Honda,Accord,2003,166865,El Monte, CA,4944
Honda,CR-VEX-L,2012,90823,Tacoma, WA,18150
Dodge,DartSXT,2016,41290,Columbus, OH,12995
Ford,Edge4dr,2008,105640,Greensboro, NC,13195
Hyundai,ElantraLimited,2015,60251,MONTCLAIR, CA,10500
Honda,Civic,2015,35778,Port Richey, FL,16898
Nissan,NV1500,2014,7118,Bel Air, MD,20899
Dodge,DartSXT,2016,40056,Ewing, NJ,9995
BMW,X3xDrive28i,2017,4493,Harriman, NY,48984
Toyota,HighlanderAWD,2014,29000,Woodbridge, VA,33977
Ford,Super,2015,29200,Springfield, MO,51899
Chrysler,200Limited,2015,79584,Gastonia, NC,15695
Toyota,HighlanderFWD,2015,66190,Tulsa, OK,30000
Honda,CR-VEX,2014,27526,Miami, FL,15499
Toyota,RAV44X4,2014,34643,Lincoln, NE,20990
Nissan,VersaSV,2016,4898,Feasterville, PA,12990
Kia,SedonaLX,2016,38734,Las Vegas, NV,21749
Ford,F-150XLT,2017,21564,Ozark, AL,29900
Subaru,Outback4dr,2009,170528,Mansfield, TX,5990
Toyota,Camry4dr,2011,105876,Highland, IN,11595
Ford,FusionSE,2014,16858,Peoria, IL,15500
Hyundai,Santa,2017,22064,WEST CHESTER, PA,20990
Acura,TL4dr,2007,81041,Chantilly, VA,9499
Porsche,Panamera4dr,2011,135790,Midlothian, VA,29950
Jeep,CompassSport,2016,19579,Pueblo, CO,16874
Ford,F-150XLT,2017,2816,Dallas, TX,42559
Chevrolet,EquinoxFWD,2015,64322,Louisville, KY,13500
GMC,AcadiaFWD,2012,76414,Lafayette, LA,15998
Lexus,ES,2016,15547,Louisville, KY,33000
Buick,EncoreFWD,2015,26683,Independence, MO,18907
Nissan,SentraS,2015,4738,Fort Lauderdale, FL,16250
Mazda,Mazda35dr,2011,61254,Greenville, SC,14395
Ram,15002WD,2012,80646,Midwest City, OK,17000
Nissan,Frontier,2003,81683,Lincoln, NE,6994
Chrysler,Town,2007,54758,Victorville, CA,8995
Ford,EscapeSE,2014,31973,Maryville, MO,17000
Chevrolet,Silverado,2013,97435,Milledgeville, GA,25800
Kia,SorentoL,2016,48659,Little Rock, AR,16700
Dodge,Dakota4WD,2002,47792,Princeton, WV,13248
GMC,Sierra,2016,35505,Salisbury, NC,53000
GMC,Sierra,2015,41717,DUNN, NC,39995
Ford,F-1504WD,2010,105614,Jacksonville, FL,23588
Dodge,CaravanSE,2005,78883,Attleboro, MA,5995
Chrysler,200Sedan,2014,19612,Lexington, SC,13990
Ford,F-1504WD,2011,63172,Blaine, MN,21840
Nissan,FrontierCrew,2016,22730,Kingman, AZ,23534
Ram,"1500Tradesman,",2014,19942,Antioch, IL,28414
GMC,Sierra,2014,87998,Carrollton, TX,29993
Toyota,Tacoma2WD,2016,10394,Tracy, CA,35994
Ford,Super,2017,19228,North Richland Hills, TX,63000
Ford,Flex4dr,2010,76802,Hamilton Square, NJ,14640
Lexus,GS,2015,16282,Beverly Hills, CA,31995
Ford,Super,2017,18126,Nokomis, FL,37989
GMC,Sierra,2016,33499,Wichita, KS,32986
Mercedes-Benz,E-ClassE350,2014,37838,El Paso, TX,39991
Lexus,RX,2015,51066,Boerne, TX,33888
Dodge,ChargerSXT,2015,36614,Punta Gorda, FL,21292
Ford,EscapeFWD,2017,6172,Pittsboro, NC,24000
Ford,ExplorerFWD,2017,9228,San Antonio, TX,27883
BMW,X5xDrive35i,2013,77094,Kenner, LA,21000
Hyundai,ElantraSE,2016,42636,Hudson, WI,12999
Dodge,JourneySXT,2013,76353,Lackawanna, NY,11674
Acura,TLXFWD,2015,30132,Brookfield, WI,27900
Honda,Pilot4WD,2009,164056,Denver, CO,13287
GMC,Envoy4dr,2006,123632,Las Vegas, NV,5638
Chevrolet,Malibu2LT,2013,82559,Biloxi, MS,11227
Chevrolet,MalibuLT,2017,22180,Fort Worth, TX,17933
Toyota,4Runner4x4,2015,51088,Phoenix, AZ,33999
Ram,"1500Sport,",2015,20518,Fort Worth, TX,35752
Mitsubishi,Galant4dr,2003,100000,Columbus, OH,2535
Jeep,Grand,2009,92852,Roanoke, IL,11625
Bentley,Continental2dr,2005,51017,Dublin, CA,44888
Buick,Park,2002,263134,Lafayette, IN,1995
Toyota,CorollaLE,2016,9729,Waterbury, CT,14995
Lexus,ES,2011,70298,Winchester, VA,15495
Toyota,Tacoma4WD,2016,12062,Vancouver, WA,35552
Nissan,RogueSL,2014,23731,Nottingham, MD,19490
Ford,Escape4WD,2016,37415,Sterling, IL,18987
Nissan,MuranoAWD,2009,119132,Raytown, MO,12100
Kia,Soul!,2016,9554,Matteson, IL,17500
Honda,Pilot4WD,2012,45562,Lilburn, GA,24750
Nissan,Altima2.5,2014,61831,VENICE, FL,11488
Hyundai,Santa,2017,43233,Garden Grove, CA,18991
Chevrolet,Silverado,2013,91830,Columbus, MS,26966
Ford,EscapeSE,2014,51053,Colorado Springs, CO,15799
GMC,Sierra,2016,13559,Pensacola, FL,41953
Lexus,ES,2009,60739,Hayward, CA,15999
Kia,OptimaEX,2014,47005,Pueblo, CO,16995
Ford,Econoline,2011,86422,Federal Way, WA,15500
Dodge,CaravanSXT,2005,149922,Tampa, FL,2555
Toyota,Tundra,2014,34483,Puyallup, WA,35990
Nissan,Altima2.5,2014,33048,Zanesville, OH,15495
GMC,Sierra,2014,53397,Vincennes, IN,32779
Nissan,Altima2.5,2015,28778,Yuma, AZ,18629
Ram,"1500SLT,",2014,61816,Vincennes, IN,26981
Chevrolet,EquinoxAWD,2015,37433,West Point, VA,22995
Ford,F-150Regular,2013,31481,Florissant, MO,15990
Hyundai,SonataGLS,2014,22878,Lyndhurst, NJ,12900
Volkswagen,Jetta,2014,40215,Neptune, NJ,15500
GMC,AcadiaAWD,2013,40553,Westmont, IL,27991
Cadillac,CTS,2013,40105,St. Petersburg, FL,19691
Honda,OdysseyTouring,2015,27763,Norman, OK,32394
Chevrolet,EquinoxFWD,2015,83908,Corpus Christi, TX,14500
Toyota,Sienna5dr,2011,79339,Houston, TX,15980
Honda,Accord,2015,28088,Hazle Township, PA,18329
Saturn,IonION,2005,66093,Milwaukee, WI,3688
Chevrolet,Tahoe2WD,2010,165667,Houston, TX,16987
Ford,FocusSedan,2014,24802,Granite City, IL,11328
Toyota,"VenzaLE,",2014,33493,Tyler, TX,18989
Ford,ExplorerLimited,2013,85198,Austin, TX,18667
Chevrolet,Silverado,2000,136700,Knoxville, TN,9995
Volkswagen,CC4dr,2013,83077,Nottingham, MD,9900
Chevrolet,Cruze,2016,8259,San Antonio, TX,15997
Hyundai,SonataSE,2015,30723,Woodland, CA,13999
Cadillac,CTS4dr,2007,102511,Punta Gorda, FL,5822
Ford,Expedition,2013,16093,Red Bank, NJ,30495
Toyota,Tundra,2015,45892,El Paso, TX,39995
Nissan,SentraS,2016,21302,Lithonia, GA,10893
Land,Rover,2011,47480,North Bethesda, MD,28989
Chevrolet,Suburban2WD,2017,21006,Miami, FL,53070
BMW,5,2001,91020,Pleasanton, CA,3900
Toyota,TacomaDouble,2014,69820,Tyler, TX,24949
Audi,A4Premium,2017,14580,Northampton, MA,36599
Kia,SportageAWD,2017,22805,Salem, VA,24980
Honda,OdysseyTouring,2015,24076,San Antonio, TX,32995
Ford,Focus5dr,2012,88205,Kirkland, WA,10505
Toyota,RAV44X2,2014,74610,Round Rock, TX,15300
Lexus,IS,2014,32777,El Cajon, CA,27461
Ford,ExplorerXLT,2014,23950,Miami Gardens, FL,21895
Toyota,CorollaS,2016,5037,Sunnyvale, CA,18491
Maserati,LevanteS,2017,1632,Gaithersburg, MD,82687
Nissan,LEAFS,2014,23802,Worthington, OH,9995
Chevrolet,SonicSedan,2012,52682,North Little Rock, AR,11095
Audi,TT2dr,2010,50649,Phoenix, AZ,18990
Chevrolet,CruzeLS,2014,46475,Charlotte, NC,10998
Ford,F-1504WD,2014,71087,Waldorf, MD,24990
Audi,A42004,2004,79768,Colma, CA,6991
Chevrolet,VoltPlug-In,2014,95840,San Diego, CA,10700
Subaru,XV,2015,25985,Lawrence, KS,21995
Ford,EdgeLimited,2014,56857,Bay Minette, AL,19699
Land,Rover,2016,26749,Denver, NC,109988
Chrysler,Sebring2dr,2010,117105,Chantilly, VA,5777
Honda,Accord,2014,58656,Falls Church, VA,15500
Chevrolet,Silverado,2003,231044,Cedartown, GA,10994
Toyota,RAV44X4,2013,29378,HENDERSONVILLE, TN,18900
Dodge,ChallengerSRT8,2013,51818,Columbia, SC,28910
Chevrolet,CorvetteStingray,2016,4800,Pittsburg, CA,57898
Chevrolet,CruzeSedan,2017,21546,Kannapolis, NC,14579
BMW,3,2017,6014,Camarillo, CA,45745
Hyundai,SonataGLS,2014,29943,North Attleboro, MA,12880
Jeep,RenegadeTrailhawk,2016,25000,North Miami, FL,19997
Chevrolet,HHRFWD,2009,90585,Red Bank, NJ,4595
BMW,X3xDrive28i,2014,39820,Carrollton, TX,24687
Lexus,ES,2010,35443,Madison, NC,16994
Nissan,SentraSV,2013,94182,Brighton, CO,11950
Chevrolet,Silverado,2014,58295,Easton, PA,35926
Jeep,Grand,2017,5154,Bowie, MD,27394
Acura,ILX5-Speed,2015,29658,Carlsbad, CA,19867
Mitsubishi,Lancer,2013,69485,Middleburg Heights, OH,24500
Volkswagen,Golf4-Door,2015,18539,Macon, GA,19736
Kia,OptimaLimited,2015,23705,Smyrna, GA,22505
Toyota,RAV4AWD,2016,8944,Spokane, WA,30845
Volkswagen,Passat4dr,2012,30719,Union, NJ,10995
Toyota,4Runner4x2,2013,44292,San Antonio, TX,28895
Lincoln,Town,2008,78379,Chantilly, VA,9440
Chevrolet,Silverado,2010,42766,Anderson, IN,21490
Nissan,Armada4WD,2015,13189,Bronx, NY,40820
Volkswagen,TouaregV6,2016,14550,Newport News, VA,38287
HUMMER,H34dr,2006,162387,Jacksonville, FL,10988
Chrysler,2004dr,2011,69448,Columbia, IL,10500
Mercedes-Benz,Sprinter,2016,12,SYLVANIA, OH,39987
BMW,5,2015,43733,Shrewsbury, MA,30500
Buick,LeSabre4dr,2004,103400,Redlands, CA,4995
Chevrolet,TraverseAWD,2017,19720,Grand Rapids, MI,25500
GMC,Yukon4WD,2017,3493,Fremont, CA,62000
Hyundai,Santa,2017,19740,Albuquerque, NM,23825
Mitsubishi,LancerES,2016,36401,San Mateo, CA,11324
Jeep,RenegadeLimited,2015,30908,Cedar Rapids, IA,21900
Jeep,PatriotSport,2014,38233,Shoreline, WA,13899
Honda,CR-VEX-L,2014,30075,Bountiful, UT,18995
Audi,Q5quattro,2011,80750,Maple Shade, NJ,17999
GMC,AcadiaAWD,2008,111574,Fishers, IN,11000
Audi,A62.0T,2016,27503,Stuart, FL,33991
Jeep,Grand,2015,43306,Chicago, IL,21395
Audi,Q3quattro,2015,39186,Hooksett, NH,29995
Lexus,RX,2015,17397,Cortlandt Manor, NY,35788
Toyota,Tundra2WD,2007,234914,Shreveport, LA,11988
Jeep,PatriotSport,2017,16213,Worthington, OH,16950
Hyundai,Elantra,2013,74766,Layton, UT,10250
Toyota,CorollaL,2015,38220,McHenry, IL,11750
Honda,Accord,2015,14486,North Hollywood, CA,23932
Nissan,AltimaSedan,2013,98507,Sumter, SC,10997
GMC,Sierra,2008,208237,Houston, TX,12995
Chevrolet,EquinoxFWD,2015,22511,Louisville, KY,17995
Chevrolet,Silverado,2014,42515,Melbourne, FL,25000
Maserati,GranTurismo2dr,2008,38129,Summit, NJ,34900
INFINITI,FX35RWD,2010,76695,Pompano Beach, FL,16963
Lexus,RX,2008,106274,Doral, FL,12490
Kia,SoulAutomatic,2014,63043,Charlotte, NC,12230
Chevrolet,EquinoxAWD,2016,17679,Capitol Heights, MD,18794
Chevrolet,Malibu1LT,2015,41044,Amsterdam, NY,15399
Chevrolet,CamaroCoupe,2015,40733,Brooksville, FL,17900
Ford,Mustang2dr,2010,121507,Las Cruces, NM,10999
Chevrolet,TraverseFWD,2017,22229,Roselle, IL,24605
Kia,SorentoLX,2018,13,San Jose, CA,29875
Mazda,Mazda3i,2016,21022,Evansville, IN,14395
Honda,Civic,2014,42556,Long Island City, NY,13700
