Marke,Model,Year,Mileage,City,State,Price
Acura,RDXAWD,2016,23497,Westborough, MA,33995
Chevrolet,CruzeSedan,2017,27844,Clinton, SC,16595
INFINITI,G37,2013,44836,Downers Grove, IL,17891
BMW,X6sDrive35i,2016,18427,Murrieta, CA,55000
INFINITI,G35,2005,86389,Saddle Brook, NJ,7995
Chevrolet,EquinoxFWD,2011,96700,Katy, TX,11899
Chevrolet,EquinoxFWD,2016,43569,Tacoma, WA,18949
Lincoln,Navigator4dr,2006,116041,Marietta, GA,7499
Ford,Super,2007,78581,Greensboro, NC,26500
Ram,"1500Laramie,",2015,23866,Cary, NC,35599
GMC,Sierra,2016,22850,Circleville, OH,32588
BMW,1,2011,60523,Doral, FL,10995
Cadillac,ATS,2017,12787,Friendswood, TX,33988
Volkswagen,Jetta,2011,68917,Chicago, IL,10495
Chevrolet,CamaroConvertible,2015,30615,Riverside, CA,21995
Chevrolet,ImpalaLT,2017,32000,El Paso, TX,21995
Honda,Civic,2016,9772,Matthews, NC,22340
Honda,Odyssey5dr,2011,120802,Fontana, CA,13875
Nissan,FrontierCrew,2016,25102,Owings Mills, MD,23500
Acura,TL2WD,2012,54408,West Palm Beach, FL,15771
Honda,Civic,2009,15485,Eldridge, IA,13950
Audi,S8quattro,2015,38350,Las Vegas, NV,64990
Dodge,JourneyAWD,2016,27783,Yuba City, CA,24499
Lexus,ES,2015,35420,Chantilly, VA,30400
Toyota,Tundra,2013,136012,Brandon, MS,15913
Kia,OptimaLX,2016,5,Greenville, NC,19890
Ford,F-1504WD,2015,13518,Plainfield, IN,38995
Toyota,4RunnerRWD,2009,9154,Woodinville, WA,27995
Chevrolet,TahoeLT,2017,29425,Daphne, AL,45511
Ford,MustangFastback,2015,8925,McKinney, TX,28000
Ford,F-1504WD,2014,28466,Fond du Lac, WI,30991
Ram,1500SLT,2017,14818,Selma, CA,27995
Volkswagen,Passat1.8T,2015,30840,North Olmsted, OH,16557
Toyota,Prius5dr,2011,99483,Sykesville, MD,8995
Dodge,ChargerSXT,2016,36451,Reno, NV,20991
Chevrolet,ColoradoCrew,2015,29117,Albuquerque, NM,23987
Toyota,CamryLE,2014,22127,Louisville, KY,15250
Ford,F-1504WD,2015,21286,Madison, WI,33549
Chevrolet,EquinoxFWD,2012,124659,West Monroe, LA,10275
Kia,Soul5dr,2012,63579,Seymour, CT,8999
Volvo,XC60T6,2013,65456,Simsbury, CT,22722
Chevrolet,MalibuLT,2017,26015,Raleigh, NC,17233
Ram,15004WD,2012,87931,St Louis, MO,25990
Nissan,Versa4dr,2012,105453,Las Vegas, NV,6777
Chrysler,200Limited,2016,38913,Peoria, AZ,13877
GMC,AcadiaFWD,2014,49700,Savannah, GA,25862
Nissan,FrontierKing,2015,13492,Indianapolis, IN,25379
Toyota,Camry,2007,103991,Glen Mills, PA,8998
Toyota,CamryLE,2013,87828,New Castle, PA,12900
Chevrolet,CruzeSedan,2017,17716,Tucson, AZ,16025
Chrysler,200Sedan,2013,100065,DAVIE, FL,6490
Dodge,ChargerSXT,2016,32371,Redmond, OR,19575
Audi,A44dr,2009,119564,Hasbrouck Heights, NJ,6999
Honda,CR-VEX,2015,39475,West Islip, NY,19759
Hyundai,ElantraSE,2016,46500,Temecula, CA,11498
Toyota,Prius,2015,30335,Oakland, CA,22991
Mercedes-Benz,GLEGLE350,2016,8130,Gainesville, FL,47991
GMC,Sierra,2012,72330,Loveland, CO,30596
Ford,EscapeTitanium,2014,51582,Indiana, PA,17897
Chrysler,300300C,2016,37465,Florissant, MO,24862
Toyota,Prius,2014,39251,San Jose, CA,18750
Chevrolet,Silverado,2015,24260,Granite City, IL,30885
GMC,Yukon,2016,49356,Reno, NV,44395
BMW,3,2010,76890,Duluth, GA,15999
Ford,MustangFastback,2015,19847,Homestead, FL,18880
Toyota,HighlanderAWD,2016,19104,Danvers, MA,34988
Hyundai,Santa,2011,70734,DAVIE, FL,9990
Honda,PilotEX,2015,60084,Ardmore, OK,23557
Cadillac,EscaladeAWD,2008,111325,Rio Linda, CA,19500
Hyundai,Santa,2009,76352,Elmwood Park, NJ,8995
Honda,Accord,2015,10034,Plantation, FL,14990
Ford,MustangConvertible,2016,12842,Downers Grove, IL,34576
INFINITI,G37,2013,24214,Tustin, CA,20497
Cadillac,CTS,2010,123314,Mobile, AL,10673
Hyundai,SonataSE,2015,40187,Montclair, CA,13498
Volkswagen,Jetta,2014,33565,South Easton, MA,9390
Honda,Accord,2010,125481,Hackettstown, NJ,6695
Ford,Super,2007,58305,Jarrettsville, MD,34272
Dodge,Grand,2017,28584,Louisville, KY,21988
Ford,FusionSE,2016,40023,Miami, FL,13991
Mercedes-Benz,S-Class4dr,2009,76391,Teterboro, NJ,20995
Chevrolet,CruzeLT,2016,49718,Columbus, GA,13251
Honda,CR-VLX,2014,29265,Hayward, CA,17999
Lincoln,MKCAWD,2015,24017,Phoenix, AZ,30190
INFINITI,QX60AWD,2014,27977,Grapevine, TX,29889
Hyundai,Genesis3.8L,2015,24545,Austin, TX,30983
Chevrolet,Corvette2dr,2008,42105,Austin, TX,25481
Honda,Civic,2014,75817,Denville, NJ,11990
Ford,F-1504WD,2016,13039,Houston, TX,31900
Hyundai,SonataSE,2015,48280,Morrow, GA,99999
Mercedes-Benz,M-Class4WD,2007,124411,Branford, CT,11995
Ford,Windstar,2003,106272,Hanover, PA,6000
BMW,X5xDrive35i,2016,39366,Hanford, CA,40998
Ram,1500Lone,2014,16894,Houston, TX,24000
Honda,Civic,2008,96537,Buford, GA,7969
Chevrolet,TraverseLTZ,2014,20000,Ogden, UT,32995
Toyota,Highlander4X4,2013,51760,Louisville, KY,27300
Nissan,SentraSV,2017,591,Kenner, LA,15676
Toyota,CamrySE,2016,26986,Dallas, TX,16494
GMC,AcadiaFWD,2013,66167,Little Rock, AR,23990
Volkswagen,e-GolfSE,2016,6758,South Easton, MA,15990
Dodge,JourneyFWD,2016,12783,North Charleston, SC,16790
Toyota,CamryLE,2014,32999,Santa Ana, CA,12200
Toyota,Matrix5dr,2009,79867,Arlington, VA,8999
Ram,25004WD,2016,14207,Lake Orion, MI,32995
Nissan,RogueS,2017,34,Greensboro, NC,19400
Toyota,CamryLE,2014,35703,North Huntingdon, PA,15985
Toyota,RAV44X4,2015,21207,Lombard, IL,19488
Subaru,BRZPremium,2013,45285,West Covina, CA,15499
Chevrolet,Suburban4WD,2012,82000,Cascade, ID,29213
Chrysler,200C,2015,41122,Kosciusko, MS,15450
BMW,3,2013,46661,Longmont, CO,16999
Lexus,GX,2004,188611,Hazlet, NJ,7900
Nissan,Altima2.5,2014,96367,Lawton, OK,9699
Toyota,Tacoma4WD,2010,58675,Norfolk, VA,26976
Nissan,MuranoAWD,2009,109613,Harrisonburg, VA,13800
Chevrolet,Silverado,2012,36150,Houston, TX,28985
Ford,F-1504WD,2015,29819,Watertown, NY,30995
BMW,3,2007,116584,Honolulu, HI,7995
Chevrolet,ColoradoCrew,2016,22101,Chamblee, GA,25554
Toyota,Tundra2WD,2006,148347,San Antonio, TX,9695
Jeep,Wrangler,2015,36162,Sherman, TX,38091
Chrysler,300300C,2016,30955,Vacaville, CA,21498
Honda,Civic,2014,36041,Davie, FL,15941
Hyundai,SonataSE,2015,55470,Blaine, MN,12488
Honda,Civic,2014,40408,Schaumburg, IL,15991
Ford,FusionSE,2014,69008,Commerce City, CO,12196
Honda,CR-VLX,2014,26563,Indian Trail, NC,16795
Ram,15002WD,2012,47308,Suffolk, VA,15995
GMC,Sierra,2011,69931,Las Cruces, NM,29999
Scion,FR-SAutomatic,2015,41582,San Rafael, CA,17988
Ford,Mustang2dr,2009,166907,Buford, GA,8999
Toyota,RAV44X2,2014,48838,Raleigh, NC,19300
Volkswagen,Golf4-Door,2015,29989,Gladstone, OR,15995
Honda,OdysseyEX-L,2012,188990,Grandville, MI,11995
BMW,5,2011,96740,Orland Park, IL,15500
Ford,F-1504WD,2016,31542,Greenwood Village, CO,37871
Toyota,CorollaLE,2015,27384,Birmingham, AL,12980
Volkswagen,TiguanS,2014,19267,Columbia, SC,15593
Ford,EdgeSport,2014,40991,Atlanta, GA,25484
Chevrolet,EquinoxAWD,2015,49243,Florence, KY,14998
Nissan,TitanCrew,2015,32948,Port Arthur, TX,32495
Jeep,Wrangler,2014,48860,Scottsdale, AZ,27991
GMC,TerrainAWD,2017,18185,St Cloud, MN,28995
Chevrolet,Silverado,2003,77684,McKinney, TX,8000
Mercury,Grand,2009,89001,Taylorville, IL,8990
Dodge,JourneyFWD,2016,55552,Glendale, AZ,14498
Nissan,SentraSR,2015,1475,Corpus Christi, TX,16395
Porsche,CayenneAWD,2008,83368,Bedford, OH,15495
Dodge,ChallengerSXT,2015,39762,Montclair, CA,19200
Chevrolet,HHR2WD,2007,116680,Fayetteville, NC,6995
Mercedes-Benz,GLK-ClassGLK350,2015,33689,Duluth, GA,27500
Honda,OdysseyTouring,2015,51210,Oakfield, NY,26984
Nissan,PathfinderSV,2016,38217,North Little Rock, AR,23000
Toyota,HighlanderFWD,2016,8042,Houston, TX,39887
Ford,EscapeFWD,2015,58482,Morrow, GA,13399
Nissan,SentraSV,2015,11073,Greenville, TX,15995
Audi,A3Sedan,2015,29190,Peoria, AZ,21999
Kia,SorentoLX,2016,23834,Longwood, FL,18999
Honda,Accord,2016,17490,Cookeville, TN,18833
Dodge,AvengerSE,2014,70577,Fort Worth, TX,10990
Chevrolet,TrailBlazer4dr,2006,119467,Roslyn, PA,5774
Volkswagen,Golf,2015,25720,Poughkeepsie, NY,18500
Chevrolet,TraverseAWD,2017,24740,Colorado Springs, CO,24373
Honda,Accord,2005,198168,Bloomingdale, NJ,3995
Dodge,JourneySE,2017,12838,Little Rock, AR,19027
Chevrolet,CamaroCoupe,2015,8289,Anchorage, AK,20995
Honda,CR-VEX-L,2012,41589,MONMOUTH JUNCTION, NJ,16998
Ford,Mustang2dr,2010,50183,San Antonio, TX,18998
Honda,Odyssey5dr,2011,92032,Little Rock, AR,15999
Mercedes-Benz,GLA-ClassGLA250,2015,22620,Duluth, GA,30998
Nissan,SentraSV,2016,32422,Roselle, IL,12494
Nissan,Altima2.5,2017,13658,Middlebury, CT,16999
Ford,F-1504WD,2014,6188,East Greenwich, RI,32750
BMW,X1xDrive28i,2017,9450,Baltimore, MD,33383
Volkswagen,GTI4dr,2012,85933,Columbus, GA,13991
Nissan,370ZCoupe,2014,43040,Killeen, TX,20355
Nissan,Altima3.5,2015,43597,Renton, WA,18888
Lincoln,MKZ4dr,2012,43916,Torrington, CT,12999
Jeep,CherokeeFWD,2016,19383,Rome, GA,16959
Nissan,RogueAWD,2009,118079,Stonewall, LA,8200
Nissan,RogueSV,2017,20215,Tulsa, OK,22187
Jeep,CherokeeTrailhawk,2015,36363,Manchester, NH,28450
Chevrolet,Silverado,2000,188423,St. Augustine, FL,6985
Dodge,ChargerPolice,2012,137400,Wallingford, CT,8956
Audi,A62.0T,2014,56230,Atlanta, GA,26700
Ford,F-1504WD,2014,12524,Novi, MI,27995
Kia,SorentoSX,2016,49130,Wilmington, NC,27500
Toyota,RAV44X4,2013,46543,Roswell, GA,16773
Volkswagen,Jetta,2014,46844,Tempe, AZ,12599
Honda,Civic,2013,108713,Webster, TX,10000
Land,Rover,2017,8606,Las Vegas, NV,99991
Hyundai,Elantra,2017,32921,Victorville, CA,13547
Ford,F-1504WD,2011,123888,Maryville, MO,21579
Dodge,ChallengerR/T,2016,3445,Sandy, UT,33000
Dodge,DurangoSXT,2017,19201,Vienna, VA,29850
Dodge,JourneySE,2015,36016,Charlotte, NC,13500
BMW,X5xDrive50i,2014,51983,Great Neck, NY,35895
Ford,Fusion,2017,9425,Littleton, CO,20993
Kia,SorentoLX,2014,34863,Clearwater, FL,15979
Toyota,CamryXLE,2017,3220,Pocatello, ID,23500
Ford,Super,2016,6809,Winston Salem, NC,63990
Hyundai,Elantra,2017,22412,Pensacola, FL,14747
Nissan,Altima2.5,2016,41414,Macomb, MI,12750
Scion,xB5dr,2010,115738,San Diego, CA,7195
Hyundai,Sonata4dr,2011,86429,Oneonta, NY,9995
Honda,PilotEX-L,2005,154581,Fredericksburg, VA,5999
Jeep,Grand,2013,93534,Quarryville, PA,17994
Kia,CadenzaPremium,2016,292,Leesburg, GA,21896
Dodge,Grand,2013,82494,Yutan, NE,12865
Nissan,350Z2dr,2008,28427,Middletown, OH,16995
Ram,"3500Longhorn,",2015,64304,Burleson, TX,45986
Cadillac,SRXFWD,2011,128409,Macon, GA,12500
INFINITI,Q50RWD,2014,27108,Waveland, MS,23748
Kia,OptimaLX,2015,22502,Louisville, KY,13750
Jeep,Grand,1998,107701,Brooklyn, NY,1975
Toyota,CorollaS,2016,9149,Fremont, CA,16991
Kia,SoulManual,2013,87566,Salisbury, MD,11650
Toyota,CamryLE,2016,17937,San Antonio, TX,18017
GMC,CanyonCrew,2016,11681,GILBERT, AZ,34814
Ford,F-1502WD,2002,261528,Ridgeland, MS,5333
Ram,"1500SLT,",2016,50467,Union City, GA,19995
Chevrolet,SonicHatch,2012,87065,St. Louis, MO,8295
Nissan,SentraS,2015,66780,St. Petersburg, FL,10160
Nissan,MaximaS,2016,36496,El Paso, TX,24991
Pontiac,Grand,2003,50917,Massillon, OH,4800
Nissan,Altima2.5,2017,1136,Carson, CA,19888
Dodge,CaliberSXT,2010,83395,Live Oak, TX,9495
Kia,OptimaEX,2015,24417,Winchester, VA,16995
Nissan,SentraS,2016,45816,San Diego, CA,12999
Jeep,Grand,2016,37378,Fredericksburg, VA,23900
Subaru,Outback2.5i,2015,39629,Alexandria, VA,24689
Hyundai,Santa,2016,15518,Baton Rouge, LA,18988
Hyundai,TucsonSE,2017,4156,Hemet, CA,21999
Lincoln,MKZHybrid,2014,28918,Longwood, FL,20700
GMC,Yukon,2015,49693,Phoenix, AZ,43888
Kia,Soul+,2017,4462,Asheboro, NC,15999
Toyota,Camry,1999,175040,Honolulu, HI,2200
Toyota,RAV4FWD,2010,84469,Sacramento, CA,11995
Chevrolet,MalibuLT,2017,21833,Raleigh, NC,17933
Buick,Verano1SD,2015,20280,Louisville, KY,14000
Scion,FR-SManual,2013,46952,Tucson, AZ,16900
Mazda,CX-52016.5,2016,5899,Tampa, Fl,24000
Chevrolet,Silverado,2015,18705,Milwaukee, WI,30497
Kia,SportageEX,2013,30126,Omaha, NE,20000
Honda,CR-VEX,2014,31774,West Covina, CA,15499
Volvo,S60T5,2012,98193,Point Pleasant, NJ,10781
Ford,EdgeSEL,2014,14266,Christianburg, VA,27500
Toyota,TacomaDouble,2013,105213,Salisbury, MD,23900
BMW,3,2014,27586,Louisville, KY,23750
Chevrolet,Aveo4dr,2010,45224,Lafayette, IN,6741
Volkswagen,Passat,2010,59625,Santa Clara, CA,9898
Dodge,Ram,2007,117750,HOUSTON, TX,10988
Cadillac,Escalade4WD,2016,22385,Warrenton, VA,65999
GMC,AcadiaAWD,2012,113319,Columbus, OH,14782
Jeep,CherokeeTrailhawk,2015,9123,Los Angeles, CA,25991
Nissan,Sentra4dr,2010,95812,Tampa, FL,5999
Toyota,CamryLE,2017,23142,Fairfield, CA,19225
GMC,Sierra,2014,40661,Franklin, WI,26994
Jeep,LibertyRWD,2012,48981,Savannah, GA,19025
Hyundai,Sonata2.4L,2017,21468,San Mateo, CA,15197
Honda,CR-VLX,2014,35975,Sea Girt, NJ,18697
Toyota,RAV44X4,2014,24157,Bowie, MD,18985
Mitsubishi,Montero,2003,148218,Orlando, FL,2995
Acura,TLXFWD,2015,24940,Sarasota, FL,21855
Chevrolet,Silverado,2010,77351,Fayetteville, NC,23799
Ford,Mustang2dr,2002,78839,Tacoma, WA,7998
Ford,ExplorerXLT,2015,27939,Fort Worth, TX,25800
Nissan,RogueS,2015,17958,Wallingford, CT,16900
Chevrolet,Silverado,2016,28565,Bradenton, FL,61997
Dodge,Grand,2010,120318,Stone Mountain, GA,7990
Dodge,DurangoLimited,2014,28450,Allentown, PA,29995
Ford,FocusSedan,2013,72183,East Dundee, IL,8677
Ford,EscapeFWD,2010,85106,Bedford, OH,10995
Toyota,Yaris5-Door,2015,34619,Doral, FL,9486
Lexus,NX,2015,13390,Roswell, GA,36993
BMW,3,2014,52501,Houston, TX,19991
Mercury,Grand,2004,30150,Brooklyn, NY,6995
Ford,Escape4WD,2010,120898,Cedar City, UT,8990
Subaru,Outback2.5i,2016,24929,Santa Cruz, CA,23994
Ford,Super,2016,34120,Flemington, NJ,32557
Jaguar,XJL,2014,27895,San Diego, CA,43295
Jeep,Commander4WD,2007,85801,Downingtown, PA,10999
GMC,TerrainFWD,2015,19410,Taylor, MI,20995
Chevrolet,TraxFWD,2016,36904,San Diego, CA,17897
Mazda,Mazda6Grand,2015,36077,Lawrence, KS,18000
Kia,SoulAutomatic,2015,16642,Durham, NC,17941
Toyota,HighlanderFWD,2016,8514,Franklin, TN,36678
Ford,FusionSE,2014,30218,Jefferson City, MO,13889
Chevrolet,Express,2011,54926,Depew, NY,16790
Chevrolet,Malibu,2016,33695,Frederick, MD,14516
Kia,SedonaLX,2017,36459,Woburn, MA,20583
Honda,Pilot2WD,2007,36061,Clermont, FL,12800
Toyota,RAV44dr,2001,186168,Sanford, NC,4896
Chevrolet,EquinoxFWD,2015,56684,Vicksburg, MS,18187
Ford,F-1504WD,2014,78744,Englewood, CO,23390
Nissan,RogueS,2016,6324,Cary, NC,19800
Ford,Escape4WD,2016,43205,Hollywood, FL,14899
Honda,CR-VEX-L,2015,32400,Freehold, NJ,23997
Lincoln,MKZFWD,2014,38471,Milford, NH,18000
GMC,TerrainAWD,2014,30548,Louisville, KY,18000
Chevrolet,Express,2013,13239,Concord, NH,20985
Honda,Accord,2016,28009,Plantation, FL,15990
Hyundai,Sonata2.4L,2017,20815,Fort Worth, TX,15197
Honda,Accord,2017,34233,Alpharetta, GA,18977
Nissan,SentraSV,2016,22148,Doylestown, PA,14699
Chevrolet,ColoradoCrew,2015,34464,Albuquerque, NM,25995
Toyota,AvalonXLE,2014,28215,Littleton, CO,21930
Toyota,Matrix5dr,2005,153552,Orlando, FL,6999
Lincoln,MKCAWD,2016,19037,McKinney, TX,34750
Ram,"1500SLT,",2016,25977,Joplin, MO,30997
Jeep,RenegadeLatitude,2016,21415,San Antonio, TX,16995
Jeep,WranglerSport,2013,64214,Norfolk, VA,23988
Jeep,Wrangler,2015,40387,Marietta, GA,33695
Cadillac,ATS3.6L,2014,39909,Van Wert, OH,20999
Honda,S2000Manual,2005,60568,Garland, TX,17499
Jeep,CompassLatitude,2016,23343,El Paso, TX,19995
Jeep,Wrangler,2014,22676,Saline, MI,27500
GMC,Sierra,2012,48621,McDonough, GA,24995
Ford,Taurus4dr,2011,160779,Asheboro, NC,8051
Chevrolet,Silverado,2014,37510,Plymouth, WI,48000
Chevrolet,Silverado,2017,10569,La Grange, KY,45984
Nissan,Murano4dr,2006,58850,Riverhead, NY,10555
Pontiac,Grand,2005,124319,Anaheim, CA,2995
Toyota,Camry4dr,2011,58623,Aiken, SC,10500
Mercedes-Benz,Sprinter,2013,44148,Rockaway, NJ,26498
Toyota,Land,2004,67495,Canton, MA,29990
Subaru,Forester2.5i,2015,28006,Cortlandt Manor, NY,22731
Chevrolet,CruzeLT,2012,94337,McMinnville, OR,8991
Volkswagen,GLI4dr,2012,83764,Raleigh, NC,11490
GMC,AcadiaFWD,2015,31481,Tracy, CA,23991
Nissan,Altima2.5,2015,17665,Egg Harbor, NJ,15995
Chevrolet,Cruze4dr,2011,76989,Libertyville, IL,7488
Mazda,CX-9FWD,2012,174501,Jacksonville, FL,9988
Chevrolet,Cruze1LT,2014,46153,Louisville, KY,8888
Ram,"1500SLT,",2014,49585,Danbury, CT,28991
Ram,"1500SLT,",2013,98589,Ada, OK,17100
Kia,SportageFWD,2016,41541,Seattle, WA,16000
Kia,Optima,2015,13606,San Jose, CA,18995
Honda,OdysseyEX-L,2016,8665,Woods Cross, UT,25999
Hyundai,SonataGLS,2013,55000,Salem, NH,10995
Cadillac,CTS,2014,27646,Kenner, LA,26995
BMW,4,2014,27757,Mountain View, CA,33933
Chevrolet,Silverado,2013,55221,Garden Grove, CA,24495
Ford,F-150SuperCrew,2013,94152,Brownsburg, IN,29999
Chevrolet,Traverse1LT,2013,109202,Round Rock, TX,14500
Hyundai,Genesis3.8,2013,17008,Knoxville, TN,19995
Hyundai,AccentSE,2013,47124,Columbia, SC,10990
Chevrolet,ImpalaLT,2013,159677,SEYMOUR, IN,8999
INFINITI,Q50AWD,2014,37961,Great Neck, NY,23995
Hyundai,Santa,2014,21058,Beaverton, OR,26777
Kia,OptimaLX,2015,29647,Lawrence, KS,13525
Toyota,"SiennaXLE,",2015,56942,Hickory, NC,25331
Hyundai,AzeraSedan,2014,28466,Stamford, CT,15998
Volkswagen,Passat4dr,2012,26129,Jackson, MS,14095
Mazda,CX-9Touring,2013,86746,Springfield, OR,13995
Honda,Accord,2012,46445,Peoria, AZ,15412
Toyota,Highlander4X2,2013,67264,Conway, AR,24500
GMC,AcadiaAWD,2011,130726,Valencia, CA,15984
Chevrolet,MalibuLS,2012,24331,Cherry Hill, NJ,11739
Chevrolet,Silverado,2017,4340,South Jordan, UT,41500
Jeep,Grand,2017,28009,Healdsburg, CA,35488
Subaru,Impreza,2011,58086,Medford, MA,12191
Honda,Civic,2013,84397,Whitesboro, TX,12800
Nissan,SentraS,2014,51672,Johnston, RI,10080
Chevrolet,EquinoxFWD,2013,102335,Austin, TX,12481
Chevrolet,MalibuLT,2017,13806,Lansing, MI,20995
GMC,Sierra,2014,79697,Cartersville, GA,26000
Chevrolet,TahoeLT,2017,23497,Eden Prairie, MN,46985
Subaru,Outback2.5i,2012,70850,Southfield, MI,14900
Honda,Accord,2015,24476,Elizabeth City, NC,18990
Chevrolet,Malibu4dr,2009,83896,Pensacola, FL,7993
Nissan,Altima2.5,2015,7469,Chelmsford, MA,15900
Lincoln,Navigator,2016,42535,San Antonio, TX,41591
Acura,ILX5-Speed,2014,46718,Hopkins, MN,15495
Buick,EnclaveLeather,2017,33419,Escondido, CA,30604
Jeep,Liberty4WD,2008,138073,Johnson City, TN,8750
Chevrolet,CruzeSedan,2017,16487,Jersey City, NJ,16025
Nissan,Altima2.5,2016,8698,Jacksonville, FL,21991
Mercedes-Benz,CLK-ClassCLK350,2006,66744,Evanston, IL,8577
Pontiac,G64dr,2007,105875,Bedford, OH,3199
Toyota,CamryXSE,2016,42138,Waco, TX,18995
Ford,Escape4WD,2017,19330,Columbus, OH,21487
Mercedes-Benz,C-ClassC320,2003,144909,Seattle, WA,6000
Toyota,Sequoia4dr,2005,204250,Clayton, NC,6495
Dodge,Dakota4WD,1998,241536,Sioux City, IA,2786
Toyota,Tacoma4WD,2016,10360,El Cajon, CA,36850
BMW,4,2015,26352,Schaumburg, IL,30995
Dodge,Grand,2014,74686,Lansing, MI,16899
Chevrolet,EquinoxAWD,2016,17103,Inver Grove Heights, MN,20995
Chevrolet,CruzeLT,2014,14474,Bothell, WA,11144
Hyundai,Azera4dr,2006,72475,Grapevine, TX,7000
Toyota,CamryXLE,2016,38399,New Orleans, LA,14851
Toyota,CamryLE,2017,9659,Temple Hills, MD,17247
BMW,1,2008,89965,Tampa, FL,11555
Nissan,Pathfinder4WD,2015,37437,Auburn, WA,28999
Chevrolet,Silverado,2015,55686,Houston, TX,28995
Ford,Super,2006,181569,Virginia Beach, VA,12995
Volvo,XC60FWD,2011,71395,Fullerton, CA,15771
Lexus,GS,2015,36455,Riverside, CA,37995
Ford,FocusRS,2017,4629,Ankeny, IA,36991
Volkswagen,Golf,2015,20256,Salt Lake City, UT,19200
Jeep,CherokeeLimited,2017,20960,Costa Mesa, CA,21392
Toyota,Tacoma4WD,2011,110052,Kitty Hawk, NC,21840
Acura,MDXAWD,2015,42695,Brookfield, WI,34900
Dodge,Ram,2005,135178,Rockford, IL,10000
Kia,SedonaLX,2017,5641,Elkhart, IN,24900
Mazda,CX-5Grand,2014,40004,Temple, TX,18995
Chevrolet,CamaroConvertible,2016,27961,Lexington, TN,24211
Nissan,Versa,2016,32680,Orlando, FL,10764
Chevrolet,EquinoxFWD,2017,12018,Philadelphia, PA,20030
Toyota,Corolla4dr,2005,118383,Fairfax, VA,4900
Ford,Super,2011,56549,Fontana, CA,40995
Cadillac,Escalade4WD,2017,1625,Vernon, CT,80000
Porsche,911Targa,2015,2863,West Palm Beach, FL,114451
Ford,EscapeTitanium,2014,25684,Orlando, FL,19488
Ford,Focus4dr,2011,88261,East Petersburg, PA,7457
Mercedes-Benz,GL-ClassGL450,2015,26218,Arlington, VA,58795
Ford,FocusSedan,2013,83230,Great Falls, MT,9495
Honda,CR-VLX,2017,27,Phoenix, AZ,23799
Ford,EscapeSE,2013,81876,San Antonio, TX,12851
GMC,TerrainFWD,2016,33563,Sumter, SC,20997
Hyundai,Genesis3.8,2014,33219,Anaheim, CA,22888
Acura,TSXAutomatic,2006,98481,Crest hill, IL,8495
Ford,ExplorerFWD,2016,23992,San Rafael, CA,29793
Dodge,Grand,2014,95475,Houston, TX,9999
Hyundai,AccentSE,2016,6280,Kirkland, WA,10702
BMW,X5xDrive35i,2015,24743,Edmond, OK,42962
Audi,SQ5quattro,2015,32108,League City, TX,42998
Nissan,PathfinderS,2014,52073,Spring, TX,16950
BMW,X5sDrive35i,2014,19126,San Antonio, TX,37963
Chevrolet,Silverado,2015,34421,Chester, VA,31818
Ford,Super,2008,67851,Columbus, GA,24000
Dodge,DartRallye,2013,30379,Kearney, MO,12500
Volvo,XC702.5L,2005,136105,Columbia, SC,5220
Ford,F-150SuperCrew,2013,121316,Austin, TX,21950
Lexus,IS,2014,50012,Tampa, FL,22990
Toyota,CorollaS,2013,44146,Miamisburg, OH,12990
Ford,FusionSE,2016,22359,Harrisonville, MO,19000
Acura,RLXAutomatic,2015,44811,Marietta, GA,29491
Mercedes-Benz,C-ClassC,2017,3116,Encino, CA,49988
Chevrolet,TahoeLT,2017,17133,Colmar, PA,46495
BMW,6,2004,119404,Fredericksburg, VA,9871
Ford,F-1504WD,2010,92724,Raytown, MO,20000
Toyota,4Runner4x2,2015,41328,Galveston, TX,31491
Toyota,Highlander4X2,2013,73385,Schaumburg, IL,18988
Nissan,Altima2.5,2016,37338,Escondido, CA,13825
Jeep,Wrangler,2016,17422,Savannah, TN,40867
Dodge,ChargerR/T,2017,13796,Flemington, NJ,28979
Nissan,Altima4dr,2010,95842,Roswell, GA,7883
FIAT,500eBATTERY,2014,12271,Parker, CO,9900
Hyundai,TucsonSE,2014,29725,Las Vegas, NV,16988
Chevrolet,ColoradoCrew,2017,5365,Pittsburg, CA,37547
Chevrolet,Silverado,2012,95189,Springfield, MO,20995
Hyundai,TucsonFWD,2011,12400,Mechanicsburg, PA,13588
Hyundai,ElantraSE,2017,901,East Haven, CT,14499
Subaru,Impreza,2012,72250,Albuquerque, NM,27999
Dodge,ChallengerR/T,2016,18612,Colorado Springs, CO,27697
BMW,3,2014,43443,Pompano Beach, FL,18900
Hyundai,AccentSE,2017,197,Framingham, MA,13590
GMC,AcadiaAWD,2015,24662,Salt Lake City, UT,25993
Chevrolet,SuburbanLTZ,2013,70375,Lake Bluff, IL,33895
Jeep,CompassSport,2016,28758,Woods Cross, UT,15280
Toyota,CorollaL,2016,34683,Taylor, TX,14720
Lexus,ES,2012,36480,Peoria, AZ,22749
Buick,EnclaveLeather,2014,86436,Henrietta, TX,19997
Lexus,ES,2014,13058,Glen Cove, NY,32250
